file,class,method,variable,usage
D:\OOD\linkis-master\linkis-public-enhancements\linkis-error-code\linkis-error-code-server\src\test\java\org\apache\linkis\errorcode\server\dao\ErrorCodeMapperTest.java,org.apache.linkis.errorcode.server.dao.ErrorCodeMapperTest,getAllErrorCodesTest/0,errorCodeMapper,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getStdVarAccess/0,stdVarAccess,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setSourceMap/1[java.util.Map<java.lang.String,java.lang.Object>]",sourceMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setJobContentMap/1[java.util.Map<java.lang.String,java.lang.Object>]",jobContentMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getLabelMap/0,labelMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getCreator/0,creator,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,setProxyUser/1[java.lang.String],proxyUser,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setParamVarsMap/1[java.util.Map<java.lang.String,java.lang.Object>]",paramVarsMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getSubmitUser/0,submitUser,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setParamRunTimeMap/1[java.util.Map<java.lang.String,java.lang.Object>]",paramRunTimeMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getSourceMap/0,sourceMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getExecutionMap/0,executionMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,setSubmitUser/1[java.lang.String],submitUser,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,setCreator/1[java.lang.String],creator,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getParamRunTimeMap/0,paramRunTimeMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getSysVarAccess/0,sysVarAccess,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getProxyUser/0,proxyUser,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getParamConfMap/0,paramConfMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setExecutionMap/1[java.util.Map<java.lang.String,java.lang.Object>]",executionMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,setStdVarAccess/1[org.apache.linkis.cli.application.interactor.job.desc.VarAccess],stdVarAccess,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setParamConfMap/1[java.util.Map<java.lang.String,java.lang.Object>]",paramConfMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,setSysVarAccess/1[org.apache.linkis.cli.application.interactor.job.desc.VarAccess],sysVarAccess,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,"setLabelMap/1[java.util.Map<java.lang.String,java.lang.Object>]",labelMap,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getParamVarsMap/0,paramVarsMap,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-application\src\main\java\org\apache\linkis\cli\application\interactor\job\desc\LinkisOnceDesc.java,org.apache.linkis.cli.application.interactor.job.desc.LinkisOnceDesc,getJobContentMap/0,jobContentMap,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,getValueKey/0,valueKey,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,"InsPersistenceLabelValue/3[java.lang.Integer,java.lang.String,java.lang.String]",labelId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,"InsPersistenceLabelValue/3[java.lang.Integer,java.lang.String,java.lang.String]",valueContent,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,"InsPersistenceLabelValue/3[java.lang.Integer,java.lang.String,java.lang.String]",valueKey,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,getLabelId/0,labelId,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,setLabelId/1[java.lang.Integer],labelId,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,getValueContent/0,valueContent,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,setValueContent/1[java.lang.String],valueContent,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-instance-label\linkis-instance-label-server\src\main\java\org\apache\linkis\instance\label\entity\InsPersistenceLabelValue.java,org.apache.linkis.instance.label.entity.InsPersistenceLabelValue,setValueKey/1[java.lang.String],valueKey,3
D:\OOD\linkis-master\linkis-commons\linkis-module\src\main\java\org\apache\linkis\restful\CommonRestfulApi.java,org.apache.linkis.restful.CommonRestfulApi,offline/1[org.apache.linkis.restful.HttpServletRequest],serviceRegistry,1
D:\OOD\linkis-master\linkis-commons\linkis-module\src\main\java\org\apache\linkis\restful\CommonRestfulApi.java,org.apache.linkis.restful.CommonRestfulApi,offline/1[org.apache.linkis.restful.HttpServletRequest],registration,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-server\src\main\java\org\apache\linkis\cs\execution\ruler\CommonListContextSearchRuler.java,org.apache.linkis.cs.execution.ruler.CommonListContextSearchRuler,rule/1[java.util.List<org.apache.linkis.cs.execution.ruler.ContextKeyValue>],logger,1
D:\OOD\linkis-master\linkis-commons\linkis-rpc\src\main\java\org\apache\linkis\rpc\message\method\ReceiverMethodSearcher.java,org.apache.linkis.rpc.message.method.ReceiverMethodSearcher,getMethodExecuteWrappers/1[org.apache.linkis.rpc.message.method.RequestProtocol],protocolServiceMethodCache,3
D:\OOD\linkis-master\linkis-commons\linkis-rpc\src\main\java\org\apache\linkis\rpc\message\method\ReceiverMethodSearcher.java,org.apache.linkis.rpc.message.method.ReceiverMethodSearcher,getMethodExecuteWrappers/1[org.apache.linkis.rpc.message.method.RequestProtocol],serviceRegistry,3
D:\OOD\linkis-master\linkis-commons\linkis-rpc\src\main\java\org\apache\linkis\rpc\message\method\ReceiverMethodSearcher.java,org.apache.linkis.rpc.message.method.ReceiverMethodSearcher,initRegistry/0,serviceRegistry,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-variable\src\test\java\org\apache\linkis\variable\restful\api\VariableRestfulApiTest.java,org.apache.linkis.variable.restful.api.VariableRestfulApiTest,close/0,securityFilter,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-variable\src\test\java\org\apache\linkis\variable\restful\api\VariableRestfulApiTest.java,org.apache.linkis.variable.restful.api.VariableRestfulApiTest,init/0,securityFilter,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-variable\src\test\java\org\apache\linkis\variable\restful\api\VariableRestfulApiTest.java,org.apache.linkis.variable.restful.api.VariableRestfulApiTest,"sendUrl/4[java.lang.String,org.apache.linkis.variable.restful.api.MultiValueMap<java.lang.String,java.lang.String>,java.lang.String,java.lang.String]",mockMvc,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-variable\src\test\java\org\apache\linkis\variable\restful\api\VariableRestfulApiTest.java,org.apache.linkis.variable.restful.api.VariableRestfulApiTest,"sendUrl/4[java.lang.String,org.apache.linkis.variable.restful.api.MultiValueMap<java.lang.String,java.lang.String>,java.lang.String,java.lang.String]",logger,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,contextKey,5
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,keyValue,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,contextValue,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,contextID,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,history,3
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,init/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test01/0,contextKey,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test01/0,contextValue,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test01/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test01/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test05/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test05/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test02/0,contextKey,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test02/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,test02/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test03/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test03/0,history,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test03/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test06/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test06/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test07/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test07/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test04/0,contextID,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test04/0,history,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\test\java\org\apache\linkis\cs\client\test\restful\RestfulTest.java,org.apache.linkis.cs.client.test.restful.RestfulTest,Test04/0,contextClient,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\service\DefaultSearchService.java,org.apache.linkis.cs.client.service.DefaultSearchService,"searchContext/4[org.apache.linkis.cs.client.service.ContextID,java.lang.String,java.lang.String,java.lang.Class<T>]",logger,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\service\DefaultSearchService.java,org.apache.linkis.cs.client.service.DefaultSearchService,"searchContext/4[org.apache.linkis.cs.client.service.ContextID,java.lang.String,java.lang.String,java.lang.Class<T>]",gson,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\service\DefaultSearchService.java,org.apache.linkis.cs.client.service.DefaultSearchService,getInstance/0,searchService,4
D:\OOD\linkis-master\linkis-public-enhancements\linkis-context-service\linkis-cs-client\src\main\java\org\apache\linkis\cs\client\service\DefaultSearchService.java,org.apache.linkis.cs.client.service.DefaultSearchService,"getContextValue/3[org.apache.linkis.cs.client.service.ContextID,org.apache.linkis.cs.client.service.ContextKey,java.lang.Class<T>]",logger,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-client\linkis-cli\linkis-cli-core\src\main\java\org\apache\linkis\cli\core\present\HelpInfoPresenter.java,org.apache.linkis.cli.core.present.HelpInfoPresenter,"present/2[org.apache.linkis.cli.core.present.Model,org.apache.linkis.cli.core.present.PresentWay]",driver,2
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,setUserCreatorLabel/1[org.apache.linkis.manager.common.protocol.engine.UserCreatorLabel],userCreatorLabel,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,getEngineConnInstance/0,engineConnInstance,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,getUserCreatorLabel/0,userCreatorLabel,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,getUser/0,user,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,setEngineConnInstance/1[org.apache.linkis.manager.common.protocol.engine.ServiceInstance],engineConnInstance,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,toString/0,userCreatorLabel,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,toString/0,engineConnInstance,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,toString/0,engineTypeLabel,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,toString/0,user,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,getEngineTypeLabel/0,engineTypeLabel,1
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,setEngineTypeLabel/1[org.apache.linkis.manager.common.protocol.engine.EngineTypeLabel],engineTypeLabel,3
D:\OOD\linkis-master\linkis-computation-governance\linkis-manager\linkis-manager-common\src\main\java\org\apache\linkis\manager\common\protocol\engine\ECCanKillRequest.java,org.apache.linkis.manager.common.protocol.engine.ECCanKillRequest,setUser/1[java.lang.String],user,3
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,isOwner/1[java.lang.String],user,2
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,"setOwner/3[org.apache.linkis.storage.fs.FsPath,java.lang.String,java.lang.String]",user,1
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,setUser/1[java.lang.String],user,3
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,getDefaultFilePerm/0,defaultFilePerm,1
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,"setOwner/2[org.apache.linkis.storage.fs.FsPath,java.lang.String]",user,1
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,getUser/0,user,1
D:\OOD\linkis-master\linkis-commons\linkis-storage\src\main\java\org\apache\linkis\storage\fs\FileSystem.java,org.apache.linkis.storage.fs.FileSystem,getDefaultFolderPerm/0,defaultFolderPerm,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\util\LabelEntityParser.java,org.apache.linkis.configuration.util.LabelEntityParser,"generateUserCreatorEngineTypeLabelList/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",labelBuilderFactory,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-configuration\src\main\java\org\apache\linkis\configuration\util\LabelEntityParser.java,org.apache.linkis.configuration.util.LabelEntityParser,"labelDecompile/2[java.lang.String,java.lang.String]",labelBuilderFactory,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,getPrimaryKeys/1[java.lang.String],conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,getAllDatabases/0,conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"SqlConnection/7[java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",conn,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"SqlConnection/7[java.lang.String,java.lang.Integer,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.Object>]",connectMessage,2
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,close/0,conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,getAllTables/1[java.lang.String],conn,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getDBConnection/3[org.apache.linkis.metadata.query.service.oracle.SqlConnection.ConnectMessage,java.lang.String,java.lang.String]",SQL_CONNECT_URL,1
D:\OOD\linkis-master\linkis-public-enhancements\linkis-datasource\linkis-metadata-query\service\jdbc\src\main\java\org\apache\linkis\metadata\query\service\oracle\SqlConnection.java,org.apache.linkis.metadata.query.service.oracle.SqlConnection,"getDBConnection/3[org.apache.linkis.metadata.query.service.oracle.SqlConnection.ConnectMessage,java.lang.String,java.lang.String]",SQL_CONNECT_SERVICE_URL,1
